content,score
"tolong ya Netflix, waktu itu saya ada menghapus apk Netflix.. dan saya tidak jadi untuk melakukan pembayaran seperti yang kalian tawarkan.. dan hari ini tiba-tiba saja saat saya top up 150 ribu.. uang saya sisa 30 ribu, dan saya cek itu pembayaran Netflix. Tolong di perhatikan, jadinya saya rugi 120 ribu dong, dan itu uangnya mau di pake malah tiba-tiba ke sedot di Netflix nya..",2
film barunya banyak yg tidak kluar,1
daftarnya susah bet anjj,1
harus pake bayar segala dah di tv gw aja kgk bayar noh bisa gw nonton gratis walaupun tv gw rusak sih sekarang tapi gausah ada paket pembayaran kayak gini lah pdhl kalo gratis banyak yg pake nih aplikasi.,1
"sediih, mau login netflix ktnya di suru tunggu bbrpa menit dlu, udh di tngguin 2 jam an respon ny ttap gtu",2
seru,5
"Gak make Netflix tapi sudah terpasang dari setelan pabriknya, mau uninstall tidak bisa padahal saya tidak mau berlangganan apalagi memakainya. Kalau begini aplikasinya hanya memenuhi penyimpanan ponsel saya aja. Maaf ya, tapi saya merasa tidak terbantu.",1
bagus bagus,5
ga bisa masuk co aneh pengen laku ga sih,1
gajelass,1
masalah jaringan terus,1
APLIKASI TOLOL,1
film nya masih jadul jadul,3
semua film ok,5
aplikasi tolol,1
GOOD !💕💕,5
asal video di download selalu ada kode 2.119 apalah,1
"apk tergajelas sudah bayarannya mahal malah di beda bedain antar negara,di negara a filmnya masih ada di negara b sudah ga ada,ga adil banget",1
cara daftar gratis dimana ya,5
susah bgt daftarnya,1
daftarnya susah ribet,1
udh di bayar tinggal masukin email kgk bisaaa lol udh mahal² tapi gak bisa masukin emaill lolot,1
"Saya mengajukan permintaan pengembalian dana atas transaksi Netflix sebesar Rp65.000 yang ditagihkan pada 15 Februari 2026. Saya tidak pernah memberikan persetujuan untuk langganan tersebut, dan saat ini tidak ada langganan Netflix aktif di akun Google Play saya. Penarikan dana ini terjadi tanpa sepengetahuan dan izin saya. Oleh karena itu, saya mohon bantuan untuk mengembalikan dana tersebut ke metode pembayaran saya. Terima kasih atas perhatian dan bantuannya.",1
serasa menonton digedung bioskop,5
"daftar nya ribet, lol",1
daftar nya sulit aplikasinya kadang bermasalah,1
burik nonton nya bayar!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
"aplikasi jelek, kagak bisa buat login padahal sinyalnya bagus!!!",1
halo. pihak netflix. jangan tiba2. sedot uang aku. padahal ngk mau berlaganan. ngk bisa kah dj kembalikan uang nya. mana customer service nya. ngk bisa melayano,1
"gimana ini kok update an sekarang jdi ribet ya, mau login kok balik terus ga langsung ke masukin password",1
"Parah, sudah bayar 2x ga bisa akses masuk, balikin duit gw woy !",1
"kualitas video Sering Blur di saat streaming, padahal koneksi signal wifi / provider bagus. harus lebih di perhatikan nih. dan untuk pilihan film di perbanyak dan harga langganan di kurangi. model aplikasi lebih baik di perbarui lagi lebih modern.",3
aplikasi apaan ini..mau daftar pakai email atau nomor hp sama ajah ..gak bisa,1
buat akunnya ribet,1
ADMINN HELP FLIM THE WALKING DEAD TOLONG LENGKAPI NUNGGUIN BANGET SERIES YANG LAIN!,5
aplikasi gak jls Daftar nya susah dan gak jls,1
saya kasih bintang satu karena saya belum coba😹,1
kok ga bisa masuk?,1
"gabisa masuk akun netflix padahal udah beli paket di my telkomsel, saat aktifasi tulisannya ""maaf terjadi kesalahan"" udh dicoba dari tadi gabisa terus",2
"LEMOTTT, LOADING LAMA PDHL JARINGAN NORMAL",1
pembayaran ribet gw mau bayar g bisa bisa buat yang gampang lah,1
app tolol,1
kenapa sekarang Netflix gabisa login dengan pasword harus klik link yg dikirim ke email.RIBET,1
Apl tolol,1
aku kasih 3 aja bintang nya.awal nya enak banget aplikasi nya sekarang di persulit aku sampai 2x beli VIP nya malah gak bisa 2 bulan nganggur gak bisa di pakai aku mau pindah aplikasi aja lah,3
we kenapa aku udah bayar belum ada sebulan udah disuruh bayar lagi? aplikasi apalah ni,1
Good Jobs... 👍👌,5
Buruk,1
Sangat bagu,5
film atau serial tidk diganti2 itu2 aja... gantilah..kan bayar tiap bulan...tingkatkanlah serialnya kebanyakan komedi ..,2
"ribet banget sekarang login masuk nya,kocak bukan nya di update malah makin simpel lah ini malah makin ribet banget",1
parah gak bisa daftar gak bisa terus mending Aplikasi sebelah film juga gak kalah bagus .,1
lumayan,5
netflix filmnya bagus2,5
sering mengalami error ketika ingin memutar film bahkan film yang sudah di unduh,1
Daftarnya lama bngtt,1
saya suka sekali,5
"login jadi sulit karna langsungg terhubung sama email, buat yg beli akun sharing JD susah",1
netflix nya beberapa hari ini tdk bisa dbuka.. muter2 trus,1
good job👍,5
"ni apk apaan banget dah, masa iya gua ga beli premium, tapi tiba"" kebeli premium otomatis?? kan kocak, saldo gua jadi kesedot ini, hadeh apk gajelas",1
pilikasi ini terlalu jelek sekali,5
kenapa tidak bisa di putar filmnya😑,1
mendadak Buffer dan sudah ke 3 kalinya kayak gini,1
"Uda jelas film baru ada tapi tidak di tampilkan halaman depan mmg jelek marketing aplikasi nya, malah situs ilegal yg pinter tampilin film baru walaupun jiplak dr sini",1
mau nonton ajh masuknya dipersulit,1
apa ini masa ud ada berlangganan dari Telkomsel tapi pas daftar malah GK bisa masuk . mau masuk aja ribet,1
"kenapa gk bisa mutar film sih, padahal uda bayar terus tiap bulan.,..",2
parah gak pernah nonton ..cuma 1 bulan awal aj nonton tp sudh berhenti tagihan selalu keluar dan dipotong otomatis . pdahal sudah klik batal ke anggota sebelum masa habis,1
"baru daftar aj sudah susah bgt, gmn ntn kl dh punya akun tlg diperbaiki lah, bru pertama kali download tp sudah eror",1
film film yang disediakan sangat bagus dan terupdate,5
apk gk jelas padahal udah diberhentiin berlangganan masih aj narik dana ini namanya MALING benerin lgi noh apknya apk gk jelas,5
"Gimana nyo buat akun, akun blom dibuat dah di suruh bayar. Orng dimn² login dulu, kalo mau nonton baru bayar perbulannya, nih akun nya gak ada di suruh bayar dulu manalah percaya aku. Apk gak jelas",2
"tulis Nick Gmail login udh, nyoba pake no wa udh, ttep gbisa, Ngestuck di peninjauan, loading cuma muter paling 1 detik doang udh, ttep Ngestuck disitu ga disitu, gbisa berjalan ni apk, gda pilihan lain, tlong di perbaiki.",1
filmnya kurang lengkap,3
"film nya gaada masalah cuma saya pertama coba pilih paket keluarga 5 orang dan aneh nya begitu semua nya aktif malah 1 orang yang ga bisa , kocak ga sih seharus nya sekelas netfilx harus Adil lah , mau itu paket keluarga atau pribadi tetep ga bisa kaya gitu",1
TOLOL GUA GA BISA LOGIN DONGO!,1
kenapa tidak bisa netflix saya,1
mau ganti langganan sulit,1
Aplikasi menonton film yang sangat sangat menarik,5
buruk banget Emel saya tidak bisa login padahal aku sudah denar,1
cara balikin dana yg ke autopay gimana,1
"Pembayaran sering gagal , udah terlanjur top up ovo , dari kemarin di coba gagal terus",2
susah log in ga rekomen bngt mending jangan langganan nanti nyesel jngn di instal skalian,1
"ingin berhenti berlangganan aja harus dipersulit, saldo ke sedot terus hdehhh",1
"cape uninstal instal, filmnya error trus",1
"aplikasi sampah, Dev nya pada ga kerja kali ya, cuma login doang kok susah banyak error nya. hdehhh",1
banyak series/movie woke wokee,4
payment / pembelian paket melalui email selalu tidak bisa (gagal),1
daftar doang ribet banget,1
"app gak bisa masuk ke tv, loading GK selesai selesai padahal sudah ikut instruksi dari Netflix nya",3
JELEK,1
karena gk bisa login,1
film nya lengkap bagus di tonton bareng keluarga,5
login aja gabisa tolol aplikasi apa ini,1
🥰🥰🥰🥰,5
"ga lengkap jirr, nyesel gua langganan",1
susah banget si buat daftar aj,1
"seruu,mengisi gabutt",5
"saya beli paket langganan dasar tapi aplikasi dan browser bawaan (ms edge) di laptop saya tidak bisa masuk malah stak di layar putih malah harus login menggunakan web di aplikasi browser tambahan, sudah saya coba restart dan download ulang tapi tetap tidak bisa. ada yang bisa kasih saran🙏",2
always heal my day,5
"saya tidak pernah merasa berlangganan dg netflix, tp tiba"" dana saya terpotong untung netflix tanpa persetujuan saya. saya tidak akan pernah memakai apk iki lg, sudah 2x saya di rugikan, yg pertama saya bisa me refund dana saya, alk bobrok.",1
"aplikasi super ribet, beli paket netflix langsung dari my telkomsel, malah susah kali buat login, harus bayar lagi di aplikasi netflix langsung, kalau gitu, gak usah aja ada menu pembelian paket netlfix di my telkomsel, makan tu dana yang masuk 2 kali.",1
sangat Bagus,5
Ya bagus,2
"aneh bet ni aplikasi, mau daftar aja ribet keburu kesel, udh pencet pencet kirim ulang,gaada yg kekirimz pdhal tinggal login doang seribet ini",1
"langganan sya msih ada 2 mingguan, tp filmnya tdk ada yg bisa terputar",1
"aplikasi busuk ... ga ada bagus""nya ... saya udah berhenti berlangganan bisa""nya ambil uang didana saya tanpa ada konfirmasi",1
apk nya jadi jelek . mau log in terus aja bulak balik email sama web . aneh . harus berlangganan dlu baru bisa bikin akun . pdhl dlu ga kek gini . emng ada berlangganan tapi itu pilihan bukan di wajibkan,2
raja nyiruan,5
Alhamdulillah Barokalloh,5
aplikasi kebanyakan bug segera fix,1
males banget sama aplikasi ini mau buat akun aja susah.,1
udah bayar 1 kali disuruh bayar lagi untuk yang kedua kali uang ku jadi habis,1
mau daftar akun aja ribet,1
bagus sip dehhh,5
"bagus banget aku suka tapi masih ada yang belum lengkap ada in film ""Transformers rise of the beast"" dong kepengen nonton nih",5
daftar nya lma bngt saya udah 2 jam GK terdaftar juga lelet pokoknya b aj sih untuk orang yang GK sabaran daftar nya lma bngt pokoknya padahal sinyal bnyk banget,1
ga recommended sering erorr,1
aku ga suka,1
"saya langganan 65k, ternyata tiap bulan otomatis ngambil, saya kira ada pemberitahuan dulu mau langganan lagi atau gimana kek, hadehh cape² ngisi saldo ternyata mlh kepotong ama apk ini, hama²",1
👍,5
"gimana yaa udh bayar dengan harga yang lumayan tapi banyak film yang ga ada di Netflix,jadi kayak percuma bayar lumayan mahal tapi film nya ga lengkap banyak yang ga ada,banyak film yg kurang peminat nya",4
Netflix Butut 😹,1
"apa coba pencet ""MASUK"" malah ga ada bedanya sama yang ""MULAI"" kocakk",1
kenapa harus membuat akun untuk masuk sangat membuang waktu,1
Tolong Di Permudah Apk Nya Developer,4
apk ga enak daftar ribet harus bayar,1
"Pas buat nonton secara legal. baguss banget semua film ada disini. Mau dari anime, korea, jepang, film Indonesia pokoknya semua ada di aplikasi ini",5
log sistem. tidak bisa putar di head unit,1
waktu saya belum bayar iklan cuplikan film yang ditampilkan bagus semua tapi setelah bayar cuplikan iklan filmnya film horor indonesia murahan gak menarik semua,1
cuma mau login doang disuruh bayar?,1
gak bisa masuk agak Laen,1
aplikasinya gak bisa dilogin.,1
tdk bisa login mlh suruh reg padahal akun ud ada,1
"baru juga berbayar ditanggal 26 januari 2026 , pertanggal 6 februari gabisa dipake ngajukan banding , email juga malah kena banned selama 2 tahun emang aplikasi bosok ini netflix",1
Mantaap,5
"Knp tagihan masih ada digopay saya? Kan saya sdh berhenti berlangganan, flim yg ditonton itu2 aja, gimana ngk berhenti berlanggan....",1
bagus cuma saya ingin membatalkan langganan tapi tidak bisa malahan di tagih terus terusan,3
"Tolong diperbaiki, saya sudah mengatur Rumah dengan Akun Netflix pada TV dengan jaringan yg sama dengan HP, namun ketika saya login Netflix via HP malah tidak bisa dan tertulis informasi bukan bagian dari Rumah padahal sudah menggunakan jaringan internet yg sama. Tolong segera diperbaiki.",1
"tolong dihapus ajaa apk nyaa yaaa, cewe saya tidakk bisaa nonton😊",1
I am satisfied.,5
saya tidak sengaja berlangganan dan dana saya disedot,1
"film nya ga lengkap, ga update, film"" keren kekinian ga ada",3
karena banyak sekali yang bisa saya nonton dan juga menyenangkan,5
"Why is it whenever i want to watch movies or series they mostly not on netflix? The talented Mr. Ripley, The Dressmaker, The Young Pope, Succession, many else. For what i even have to pay you, Netflix?",1
kalo mau memperketat sistem boleh tapi jangan menyusahkan juga dong dan masalahnya ini berbayar tidak gratis rugi banget. ketatnya sistem malah bikin banyak bug rugi banget kita yg langganan,1
GRATIS KAN KAMI GAK ADA UANG 🥰,1
parah sih mau login tpi ngk bsaa,1
"tolong di perbaiki lagi, saya tidak bisa menonton film apapun hanya bisa melihat trailer padahal koneksi, penyimpanan, dll dalam kondisi baik.",3
"UDAH BUANG DUIT, GA DAPET FILM NYA. KENAPA APK BERBAYAR INI SANGAT TIDAK BERGUNA. CUMA ADA FILM DRAKOR DOANG. LO PIKIR GW BAYAR LANGGANAN BUAT NONTON DRAKOR. LO KALO MAU DRAKOR EKSIS JANGAN SURUH BAYAR. ELO YG SEBAGAI MITRA DRAKOR YG HARUS BAYAR PELANGGAN. TIAP KALI SEARCH YANG KU DAPAT HANYALAH: JUDUL TERSEBUT TIDAK ADA. TETAPI KAMU MUNGKIN SUKA....... SUKA APA, SUKA KECEWA?",1
Amazing,5
"kualitas siaran sangat buruk tergantung jaringan,harusnya ada pengaturan resolusi yang dipakai saat nonton di berapa.",2
"The experience of using this app is quite pleasant. It doesn't lag, the interface is neat, and the features are clear. Recommended.",5
"please netflix. pas konser BTS nanti jangan error yaaa.. mana pas lebaran. aku bakal langganan 1 tahun .. tolong nanti pas live stream konser BTS ga ng Lag, apalagi error",5
BAGUS APLIKASINYA,1
"tidak sesuai iklan, film yang saya cari tidak ada,",1
gak ada langganan tp duit saya ditarik,1
ruwet!,1
ga bisa update metode pembayaran udah masukin nomor kartu baru atau dompet digital malah ga bisa. mau dibayar atau engga nih,5
"minimal login doang bisa lah, klo iya premium yaudah film nya aja.",5
download Netflix buat nonton BTS nanti 😭💜,4
"Makin kesini makin ribet dipake, ngga kenal email kalau ngga salah Password walaupun sudah bener, terpaksa pakai kode via email..",2
akun dana saya terkuras sebesar 186.000,1
ok good,5
makin banyak koleksi film nya yg seru ... 👍,5
"aplikasinya sudah dibayar fangal waktu habisnya masih ada sekitaran kurang dari 2 minggu tapi gak bisa dibuka aplikasinya, pas dibuka hitam semua dan setelah ditunggu beberapa saat yang muncul di layar hitam itu tutup aplikasi dan tunggu. nah setelah terus dipencet tunggu hasilnya nihil. kecewa loh..",1
"Mantap, Terima Kasih",5
baru juga beli terjadi kesalahan mulu kenapa ini apk gak jelas,2
Netflix offers high-quality movies and series. The app is smooth and content is always interesting.,5
"ini mau daftar aja harus lewat link email udah gtu gabisa dibuka lagi, padahal jaringan wifi/data bagus² aja, tpi ko lemot yaaa muter² terus, kalo soal RAM, ini penyimpanan masih gede, oh iya sebelum nya saya udh punya akun jarang dipke tpi skrg mau dipake ko ga bisa, tolong ya perbaiki lagi",1
"kadang2 film yang kita tonton tiba-tiba di daftar hilang. terus mau cari film di pencarian kadang ada kadang tidak ada. jaringan bagus, tapi gak bisa nonton film di pikir2 nyesel langganan d Netflix.!",1
keseringan logout sendiri + masuk nya lagi susah kayak orang aja mood² an,1
"netflix kok gue gbs login pake password sih, terus di tulisan 'get help' jga gada tulisan 'masukan sandi' gue udh hapus cache jg & uninstal.",3
"di suruh bayar Mulu, padahal udh ga nonton dan udh keluar dari Netflix + udh ku batalkan",1
saya sudah tidak lagi berlangganan kenapa masib ditagih,1
download Netflix karna Netflix x BTS 🥳,5
kenapa ada iklannya..,2
donlod apknya karena bts hehehe,5
"ternyata benar kata orang film netflix bagus-bagus, ini bukan sekedar pujian tetapi ini lebih dari pujian pribadi saya mengapresiasi kepada netflix kumpulan film terbaik & sangat berkelas👌 tolong juga saya telah memasang paket 720p tolong saya ingin menonton 5 perangkat handphone berbeda sekeluarga jangan dibatasi agar saya dan sekeluarga tetap dapat menikmati film terbaik dari netflix meski jauh dari keluarga.",5
mau masuk dengan pilihan paket berbeda dari yg awal susahnya minta ampun,1
"saya gk pernah setuju pembayaran atau melakukan pembayaran tapi dari akun dana saya sudh terpotong lalu saya gk bisa nonton netflik dari HP atu pun TV kecewa sih rugi saya,, pelayanan nya jlk udh mah di hubungi gk ada jwban di tlpon juga cuman ada suara gk bisa di hubungin untuk saat inih lahh jir lah udh mah masuk malah suruh dapat ulang sama beli paketan lagi kan padahl dh bayar aneh ahhh rugi kecewa banget",1
terlalu sulit mendaftaar,3
tidak bisa membuka film di android box tv first media,1
masuk ke netflik atau daftar akun ribet amat,1
apk aneh ngbug mulu,1
Mantap film nya,4
"gabisa daftar repot banget buat login. beda sama apk lain tinggal masuk-selesai pasang akun. mau liat film gak begini buat joinnya, pke email lah apalah. cuma mau ambil data aj. mending nonton di youtube lebih bagus. semoga ke depannya di perbaiki lagi",2
high quality 👍,5
login doang harus bayar 😡,1
"setelah update aplikasi nya saya tidak bisa memutar video nya, hanya dapat login dan masuk ke halaman utama saja, namun di hp lain bisa, ini saya menggunakan realme c55",5
